9	 20
 Node#	 Xpos	 Ypos	 Bit	OI	BL	MaxI	PrefD	Skew	Kurtosis	h11	 h12	 h21	 h22	H1111	H2211	H1112	H2212	H1122	H2222	Xn 	Yn 	H1n 	H2n 	H3n 	H4n 	H5n 	H6n
1	 0.00	 0.00	 1	 0.879	 3	 65520	 77.92	 0.957	 -0.633	 18415.604	 18415.604	 98375.787	 0.000	 0.048	 0.093	 0.04	 0.11	 0.093	 0.767	 -0.000	 0.800	 18445.501	 18400.655 
9.837718e+04	 -4.20	 -14.90	 9.328010e-02	 2.000	 0	 1.000000e-01	 1.00	 0.883	 3.000	 65520.000	 51.950	 0.957	 -0.633	 43998.023	 43998.023	 68199.36	 0.00	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433 
-3.802265e-05	 0.70	 44018.75	 4.398766e+04	 68202.705	 -1.002720e+01	 -1.012838e+01	 0.17	 3.000	 0.000	 0.200	 1.000	 0.882	 3.000	 65520.000	 56.920	 0.96	 -0.63	 41383.776	 41383.776	 75604.585	 0.000	 0.181	 0.155 
1.423372e-01	 0.21	 0.16	 5.076365e-01	 -0.000	 5.999687e-01	 4.140675e+04	 41372.29	 75607.727	 -9.431	 -11.308	 0.157	 4.000	 0.000	 0.300	 1.000	 0.88	 3.00	 65520.000	 60.910	 0.957	 -0.633	 38392.871	 38392.871 
8.113925e+04	 0.00	 0.14	 1.444674e-01	 0.122	 2.068989e-01	 1.444674e-01	 0.57	 -0.000	 0.500	 38417.530	 38380.541	 81142.164	 -8.749	 -12.186	 0.146	 5.00	 0.00	 0.400	 1.000	 0.881	 3.000	 65520.000	 64.900 
9.570000e-01	 -0.63	 34664.43	 3.466443e+04	 86210.487	 0	 1.130160e-01	 0.13	 0.102	 0.194	 0.132	 0.623	 -0.000	 0.400	 34690.630	 34651.329	 86213.12	 -7.90	 -12.987	 0.133	 6.000	 0.000	 0.500	 1.000 
8.800000e-01	 3.00	 65520.00	 6.890000e+01	 0.957	 -6.330000e-01	 3.027102e+04	 30271.02	 90719.592	 0.000	 0.087	 0.119	 0.083	 0.175	 0.119	 0.675	 -0.00	 0.30	 30298.593	 30257.236	 90721.889	 -6.898	 -13.698	 0.120 
7	 0.00	 0.60	 1	 0.880	 3	 65520	 73.91	 0.957	 -0.633	 23975.526	 23975.526	 95432.955	 0.000	 0.062	 0.103	 0.06	 0.14	 0.103	 0.731	 -0.000	 0.200	 24004.529	 23961.024 
9.543477e+04	 -5.46	 -14.44	 1.040441e-01	 8.000	 0	 7.000000e-01	 1.00	 0.879	 3.000	 65520.000	 77.920	 0.957	 -0.633	 18415.604	 18415.604	 98375.79	 0.00	 0.048	 0.093	 0.043	 0.110	 0.093	 0.767 
-8.360832e-05	 0.10	 18445.50	 1.840066e+04	 98377.183	 -4.195728e+00	 -1.490088e+01	 0.09	 9.000	 0.000	 0.800	 1.000	 0.879	 3.000	 65520.000	 81.930	 0.96	 -0.63	 12506.981	 12506.981	 100519.704	 0.000	 0.038	 0.085 
2.740776e-02	 0.07	 0.08	 7.926595e-01	 -0.000	 -3.129251e-05	 1.253753e+04	 12491.71	 100520.651	 -2.849	 -15.236	 0.085	 10.000	 0.100	 0.000	 1.000	 0.88	 3.00	 65520.000	 47.000	 0.957	 -0.633	 45290.612	 45290.612 
6.046387e+04	 0.00	 0.30	 1.712382e-01	 0.188	 2.023753e-01	 1.712382e-01	 0.36	 0.100	 0.800	 45308.988	 45281.423	 60467.311	 -10.322	 -8.891	 0.173	 11.00	 0.10	 0.100	 1.000	 0.883	 3.000	 65520.000	 50.960 
9.570000e-01	 -0.63	 44364.12	 4.436412e+04	 66671.266	 0	 2.472140e-01	 0.17	 0.171	 0.211	 0.167	 0.418	 0.100	 0.700	 44384.381	 44353.987	 66674.63	 -10.11	 -9.884	 0.169	 12.000	 0.100	 0.200	 1.000 
8.830000e-01	 3.00	 65520.00	 5.493000e+01	 0.957	 -6.330000e-01	 4.258387e+04	 42583.87	 72696.836	 0.000	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478	 0.10	 0.60	 42605.961	 42572.819	 72700.069	 -9.705	 -10.845	 0.161 
13	 0.10	 0.30	 1	 0.882	 3	 65520	 58.91	 0.957	 -0.633	 39984.506	 39984.506	 78423.300	 0.000	 0.162	 0.150	 0.13	 0.21	 0.150	 0.537	 0.100	 0.500	 40008.340	 39972.588 
7.842634e+04	 -9.11	 -11.76	 1.513726e-01	 14.000	 1.000000e-01	 4.000000e-01	 1.00	 0.881	 3.000	 65520.000	 63.900	 0.957	 -0.633	 35661.949	 35661.949	 84991.70	 0.00	 0.120	 0.135	 0.107	 0.198	 0.135	 0.609 
9.993918e-02	 0.40	 35687.78	 3.564903e+04	 84994.402	 -8.126887e+00	 -1.279496e+01	 0.14	 15.000	 0.100	 0.500	 1.000	 0.880	 3.000	 65520.000	 67.900	 0.96	 -0.63	 31427.244	 31427.244	 89650.019	 0.000	 0.093	 0.122 
8.731023e-02	 0.18	 0.12	 6.625889e-01	 0.100	 2.999611e-01	 3.145449e+04	 31413.62	 89652.404	 -7.162	 -13.530	 0.123	 16.000	 0.100	 0.600	 1.000	 0.88	 3.00	 65520.000	 71.910	 0.957	 -0.633	 26590.582	 26590.582 
9.367927e+04	 0.00	 0.07	 1.093485e-01	 0.069	 1.565652e-01	 1.093485e-01	 0.71	 0.100	 0.200	 26619.052	 26576.346	 93681.284	 -6.059	 -14.164	 0.110	 17.00	 0.10	 0.700	 1.000	 0.879	 3.000	 65520.000	 76.920 
9.570000e-01	 -0.63	 19842.63	 1.984263e+04	 97712.998	 0	 5.102367e-02	 0.10	 0.047	 0.119	 0.095	 0.759	 0.100	 0.100	 19872.331	 19827.787	 97714.50	 -4.52	 -14.797	 0.096	 18.000	 0.100	 0.800	 1.000 
8.790000e-01	 3.00	 65520.00	 8.092000e+01	 0.957	 -6.330000e-01	 1.401063e+04	 14010.63	 100061.180	 0.000	 0.040	 0.086	 0.031	 0.084	 0.086	 0.787	 0.10	 -0.00	 14041.043	 13995.429	 100062.242	 -3.192	 -15.165	 0.087 
19	 0.20	 0.00	 1	 0.885	 3	 65520	 45.03	 0.957	 -0.633	 45427.402	 45427.402	 57329.673	 0.000	 0.324	 0.172	 0.20	 0.20	 0.172	 0.332	 0.200	 0.800	 45444.826	 45418.689 
5.733312e+04	 -10.35	 -8.39	 1.731668e-01	 20.000	 2.000000e-01	 1.000000e-01	 1.00	 0.884	 3.000	 65520.000	 48.980	 0.957	 -0.633	 44935.608	 44935.608	 63582.80	 0.00	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389 
1.999620e-01	 0.70	 44954.93	 4.492595e+04	 63586.214	 -1.024098e+01	 -9.390627e+00	 0.17	 21.000	 0.200	 0.200	 1.000	 0.883	 3.000	 65520.000	 53.930	 0.96	 -0.63	 43107.354	 43107.354	 71213.986	 0.000	 0.213	 0.162 
1.571082e-01	 0.21	 0.16	 4.627419e-01	 0.200	 5.999535e-01	 4.312900e+04	 43096.53	 71217.259	 -9.824	 -10.609	 0.163	 22.000	 0.200	 0.300	 1.000	 0.88	 3.00	 65520.000	 57.910	 0.957	 -0.633	 40708.635	 40708.635 
7.702594e+04	 0.00	 0.17	 1.529162e-01	 0.137	 2.120988e-01	 1.529162e-01	 0.52	 0.200	 0.500	 40732.044	 40696.930	 77029.032	 -9.277	 -11.533	 0.154	 23.00	 0.20	 0.400	 1.000	 0.881	 3.000	 65520.000	 61.900 
9.570000e-01	 -0.63	 37527.31	 3.752731e+04	 82454.530	 0	 1.360221e-01	 0.14	 0.117	 0.204	 0.141	 0.581	 0.200	 0.400	 37552.365	 37514.776	 82457.38	 -8.55	 -12.394	 0.143	 24.000	 0.200	 0.500	 1.000 
8.810000e-01	 3.00	 65520.00	 6.590000e+01	 0.957	 -6.330000e-01	 3.362529e+04	 33625.29	 87394.092	 0.000	 0.106	 0.129	 0.097	 0.190	 0.129	 0.637	 0.20	 0.30	 33651.847	 33612.006	 87396.644	 -7.663	 -13.174	 0.130 
25	 0.20	 0.60	 1	 0.880	 3	 65520	 70.91	 0.957	 -0.633	 27851.216	 27851.216	 92735.444	 0.000	 0.076	 0.112	 0.07	 0.16	 0.112	 0.699	 0.200	 0.200	 27879.399	 27837.124 
9.273756e+04	 -6.35	 -14.02	 1.132736e-01	 26.000	 2.000000e-01	 7.000000e-01	 1.00	 0.880	 3.000	 65520.000	 74.910	 0.957	 -0.633	 22624.291	 22624.291	 96240.68	 0.00	 0.058	 0.101	 0.056	 0.135	 0.101	 0.741 
1.999164e-01	 0.10	 22653.54	 2.260967e+04	 96242.401	 -5.155043e+00	 -1.456616e+01	 0.10	 27.000	 0.200	 0.800	 1.000	 0.879	 3.000	 65520.000	 78.920	 0.96	 -0.63	 16966.746	 16966.746	 98988.568	 0.000	 0.045	 0.090 
3.904425e-02	 0.10	 0.09	 7.740909e-01	 0.200	 -4.648774e-05	 1.699683e+04	 16951.70	 98989.854	 -3.865	 -14.997	 0.091	 28.000	 0.300	 0.000	 1.000	 0.89	 3.00	 65520.000	 44.040	 0.957	 -0.633	 45413.716	 45413.716 
5.576162e+04	 0.00	 0.34	 1.718228e-01	 0.198	 1.932139e-01	 1.718228e-01	 0.32	 0.300	 0.800	 45430.663	 45405.242	 55765.067	 -10.350	 -8.136	 0.173	 29.00	 0.30	 0.100	 1.000	 0.884	 3.000	 65520.000	 47.990 
